prefLabel,altLabels,displayName,uri,confidence
soil classification,soil taxonomy,soil classification (soil taxonomy),http://aims.fao.org/aos/agrovoc/c_7162,N/A
soil horizons,,soil horizons,http://aims.fao.org/aos/agrovoc/c_32749,N/A
composts,,composts,http://aims.fao.org/aos/agrovoc/c_1795,N/A
detritus,,detritus,http://aims.fao.org/aos/agrovoc/c_2c2e61d6,N/A
forest litter,duff (forest litter),forest litter (duff (forest litter)),http://aims.fao.org/aos/agrovoc/c_3047,N/A
organic matter,,organic matter,http://aims.fao.org/aos/agrovoc/c_5387,N/A
Rhizobacteria,Plant growth-promoting rhizobacteria,Rhizobacteria (Plant growth-promoting rhizobacteria),http://aims.fao.org/aos/agrovoc/c_25068,N/A
root penetration depth,,root penetration depth,http://aims.fao.org/aos/agrovoc/c_ce56d428,N/A
roots,,roots,http://aims.fao.org/aos/agrovoc/c_6651,N/A
soil organisms,soil life,soil organisms (soil life),http://aims.fao.org/aos/agrovoc/c_33552,N/A
soil chemicophysical properties,soil physicochemical properties; soil physical properties,"soil chemicophysical properties (soil physicochemical properties, soil physical properties)",http://aims.fao.org/aos/agrovoc/c_7182,N/A
soil pore system,pores (soil),soil pore system (pores (soil)),http://aims.fao.org/aos/agrovoc/c_7184,N/A
soil amendments,,soil amendments,http://aims.fao.org/aos/agrovoc/c_7159,N/A
soil conservation,,soil conservation,http://aims.fao.org/aos/agrovoc/c_7165,N/A
soil fertility,soil productivity; soil nutrient content; soil nutrient balance; nutrient status (soil),"soil fertility (soil productivity, soil nutrient content, soil nutrient balance, nutrient status (soil))",http://aims.fao.org/aos/agrovoc/c_7170,N/A
soil management,,soil management,http://aims.fao.org/aos/agrovoc/c_7176,N/A
soil treatment,,soil treatment,http://aims.fao.org/aos/agrovoc/c_7203,N/A
humus,mull; moder; mor,"humus (mull, moder, mor)",http://aims.fao.org/aos/agrovoc/c_3693,N/A
organomineral complexes,,organomineral complexes,http://aims.fao.org/aos/agrovoc/c_5391,N/A
soil chemistry,,soil chemistry,http://aims.fao.org/aos/agrovoc/c_7161,N/A
soil organic carbon,SOC,soil organic carbon (SOC),http://aims.fao.org/aos/agrovoc/c_389fe908,N/A
plant soil relations,,plant soil relations,http://aims.fao.org/aos/agrovoc/c_16146,N/A
denitrification,,denitrification,http://aims.fao.org/aos/agrovoc/c_15869,N/A
erosion,soil erosion; soil erosion phenomena,"erosion (soil erosion, soil erosion phenomena)",http://aims.fao.org/aos/agrovoc/c_2651,N/A
leaching,lixiviation,leaching (lixiviation),http://aims.fao.org/aos/agrovoc/c_15591,N/A
runoff,surface runoff,runoff (surface runoff),http://aims.fao.org/aos/agrovoc/c_35388,N/A
carbonate minerals,,carbonate minerals,http://aims.fao.org/aos/agrovoc/c_dcf669a6,N/A
goethite,,goethite,http://aims.fao.org/aos/agrovoc/c_15842,N/A
gypsum,,gypsum,http://aims.fao.org/aos/agrovoc/c_3453,N/A
mineral soils,,mineral soils,http://aims.fao.org/aos/agrovoc/c_4853,N/A
phosphate minerals,,phosphate minerals,http://aims.fao.org/aos/agrovoc/c_898b860b,N/A
pyrites,,pyrites,http://aims.fao.org/aos/agrovoc/c_15922,N/A
quartz,,quartz,http://aims.fao.org/aos/agrovoc/c_36852,N/A
silica,,silica,http://aims.fao.org/aos/agrovoc/c_14283,N/A
silicate minerals,,silicate minerals,http://aims.fao.org/aos/agrovoc/c_18414ed6,N/A
silicates,,silicates,http://aims.fao.org/aos/agrovoc/c_28560,N/A
soil analysis,soil testing,soil analysis (soil testing),http://aims.fao.org/aos/agrovoc/c_7198,N/A
soil profiles,,soil profiles,http://aims.fao.org/aos/agrovoc/c_14402,N/A
soil surveys,soil mapping,soil surveys (soil mapping),http://aims.fao.org/aos/agrovoc/c_16551,N/A
ion transport in soil,,ion transport in soil,http://aims.fao.org/aos/agrovoc/c_25019,N/A
soil water movement,soil water percolation; water transfer (in soil),"soil water movement (soil water percolation, water transfer (in soil))",http://aims.fao.org/aos/agrovoc/c_7209,N/A
groundwater table,water table; groundwater level,"groundwater table (water table, groundwater level)",http://aims.fao.org/aos/agrovoc/c_16075,N/A
infiltration water,seepage water; gravitational water,"infiltration water (seepage water, gravitational water)",http://aims.fao.org/aos/agrovoc/c_25321,N/A
not plant available water,plant unavailable water,not plant available water (plant unavailable water),http://aims.fao.org/aos/agrovoc/c_aa83b262,N/A
plant available water,,plant available water,http://aims.fao.org/aos/agrovoc/c_31e02b4d,N/A
soil moisture deficit,soil water deficit,soil moisture deficit (soil water deficit),http://aims.fao.org/aos/agrovoc/c_25307,N/A
soil water balance,,soil water balance,http://aims.fao.org/aos/agrovoc/c_7206,N/A
soil water regimes,,soil water regimes,http://aims.fao.org/aos/agrovoc/c_7211,N/A
deep tillage,deep cultivation,deep tillage (deep cultivation),http://aims.fao.org/aos/agrovoc/c_36704,N/A
subsoilers,sub soilers,subsoilers (sub soilers),http://aims.fao.org/aos/agrovoc/c_25808,N/A
tillage,soil cultivation; tilling,"tillage (soil cultivation, tilling)",http://aims.fao.org/aos/agrovoc/c_7771,N/A
pedology,,pedology,http://aims.fao.org/aos/agrovoc/c_13187,N/A
soil sciences,,soil sciences,http://aims.fao.org/aos/agrovoc/c_7188,N/A
soil types,,soil types,http://aims.fao.org/aos/agrovoc/c_7204,N/A
A horizons,,A horizons,http://aims.fao.org/aos/agrovoc/c_47a98f68,N/A
B horizons,,B horizons,http://aims.fao.org/aos/agrovoc/c_6381571a,N/A
C horizons,,C horizons,http://aims.fao.org/aos/agrovoc/c_016fddeb,N/A
E horizons,,E horizons,http://aims.fao.org/aos/agrovoc/c_f4fd14d8,N/A
diagnostic horizons,,diagnostic horizons,http://aims.fao.org/aos/agrovoc/c_29ac0905,N/A
hardpans,,hardpans,http://aims.fao.org/aos/agrovoc/c_c27ddf24,N/A
organic horizons,,organic horizons,http://aims.fao.org/aos/agrovoc/c_a4326722,N/A
soil morphological features,,soil morphological features,http://aims.fao.org/aos/agrovoc/c_7179,N/A
spodic horizons,,spodic horizons,http://aims.fao.org/aos/agrovoc/c_6843b260,N/A
soil density,bulk density (soil); aggregate density (soil); particle density (soil),"soil density (bulk density (soil), aggregate density (soil), particle density (soil))",http://aims.fao.org/aos/agrovoc/c_7167,N/A
soil hydraulic properties,hydraulic head; pressure head (soil),"soil hydraulic properties (hydraulic head, pressure head (soil))",http://aims.fao.org/aos/agrovoc/c_34125,N/A
soil mechanics,,soil mechanics,http://aims.fao.org/aos/agrovoc/c_7177,N/A
soil pH,soil acidity; soil alkalinity,"soil pH (soil acidity, soil alkalinity)",http://aims.fao.org/aos/agrovoc/c_34901,N/A
soil physics,,soil physics,http://aims.fao.org/aos/agrovoc/c_14400,N/A
soil properties,,soil properties,http://aims.fao.org/aos/agrovoc/c_330883,N/A
soil salinity,,soil salinity,http://aims.fao.org/aos/agrovoc/c_35317,N/A
soil sorption,,soil sorption,http://aims.fao.org/aos/agrovoc/c_15868,N/A
soil strength,,soil strength,http://aims.fao.org/aos/agrovoc/c_25399,N/A
soil structure,tilth (soil),soil structure (tilth (soil)),http://aims.fao.org/aos/agrovoc/c_7196,N/A
soil temperature,,soil temperature,http://aims.fao.org/aos/agrovoc/c_7197,N/A
soil texture,soil cohesion,soil texture (soil cohesion),http://aims.fao.org/aos/agrovoc/c_7199,N/A
soil thermal regimes,freeze thaw cycles (soil),soil thermal regimes (freeze thaw cycles (soil)),http://aims.fao.org/aos/agrovoc/c_7200,N/A
soil water constants,,soil water constants,http://aims.fao.org/aos/agrovoc/c_32444,N/A
soil water content,soil moisture,soil water content (soil moisture),http://aims.fao.org/aos/agrovoc/c_7208,N/A
soil water potential,suction pressure (soil),soil water potential (suction pressure (soil)),http://aims.fao.org/aos/agrovoc/c_7210,N/A
infiltration,,infiltration,http://aims.fao.org/aos/agrovoc/c_26789,N/A
soil macropores,,soil macropores,http://aims.fao.org/aos/agrovoc/c_35318,N/A
soil micropores,,soil micropores,http://aims.fao.org/aos/agrovoc/c_35319,N/A
soil permeability,,soil permeability,http://aims.fao.org/aos/agrovoc/c_14398,N/A
soil porosity,,soil porosity,http://aims.fao.org/aos/agrovoc/c_35320,N/A
biochar,,biochar,http://aims.fao.org/aos/agrovoc/c_e25876d3,N/A
compost mulches,,compost mulches,http://aims.fao.org/aos/agrovoc/c_d2c183d0,N/A
leaf mould,,leaf mould,http://aims.fao.org/aos/agrovoc/c_4238,N/A
mushroom composts,,mushroom composts,http://aims.fao.org/aos/agrovoc/c_b257ca1f,N/A
organic amendments,,organic amendments,http://aims.fao.org/aos/agrovoc/c_12965,N/A
organic fertilizers,humate fertilizers; manures (fertilizers); organic manure; natural fertilizers,"organic fertilizers (humate fertilizers, manures (fertilizers), organic manure, natural fertilizers)",http://aims.fao.org/aos/agrovoc/c_4592,N/A
potting composts,,potting composts,http://aims.fao.org/aos/agrovoc/c_6144,N/A
vermicomposts,,vermicomposts,http://aims.fao.org/aos/agrovoc/c_c319a4d3,N/A
detritivores,,detritivores,http://aims.fao.org/aos/agrovoc/c_0c3bee74,N/A
forest soils,woodland soils,forest soils (woodland soils),http://aims.fao.org/aos/agrovoc/c_3051,N/A
dissolved organic matter,,dissolved organic matter,http://aims.fao.org/aos/agrovoc/c_f08ffa0c,N/A
organic matter content,,organic matter content,http://aims.fao.org/aos/agrovoc/c_5388,N/A
particulate organic matter,,particulate organic matter,http://aims.fao.org/aos/agrovoc/c_fdc64c4e,N/A
nitrogen fixation,dinitrogen fixation; nif,"nitrogen fixation (dinitrogen fixation, nif)",http://aims.fao.org/aos/agrovoc/c_5196,N/A
soil depth,,soil depth,http://aims.fao.org/aos/agrovoc/c_0c184d6f,N/A
root exudates,,root exudates,http://aims.fao.org/aos/agrovoc/c_25070,N/A
earthworms,earth worms,earthworms (earth worms),http://aims.fao.org/aos/agrovoc/c_29109,N/A
soil biology,,soil biology,http://aims.fao.org/aos/agrovoc/c_7160,N/A
soil fauna,,soil fauna,http://aims.fao.org/aos/agrovoc/c_7169,N/A
soil flora,,soil flora,http://aims.fao.org/aos/agrovoc/c_7172,N/A
soil microorganisms,soil microbiota; soil microflora; soil microfauna,"soil microorganisms (soil microbiota, soil microflora, soil microfauna)",http://aims.fao.org/aos/agrovoc/c_36167,N/A
base saturation,,base saturation,http://aims.fao.org/aos/agrovoc/c_dbde833c,N/A
fertilizer application,fertilizer dressings,fertilizer application (fertilizer dressings),http://aims.fao.org/aos/agrovoc/c_10795,N/A
fertilizers,fertilisers,fertilizers (fertilisers),http://aims.fao.org/aos/agrovoc/c_2867,N/A
inorganic amendments,,inorganic amendments,http://aims.fao.org/aos/agrovoc/c_27871,N/A
liming materials,calcareous magnesium amendments,liming materials (calcareous magnesium amendments),http://aims.fao.org/aos/agrovoc/c_200,N/A
mulches,mulching materials,mulches (mulching materials),http://aims.fao.org/aos/agrovoc/c_4977,N/A
soil conditioners,,soil conditioners,http://aims.fao.org/aos/agrovoc/c_7164,N/A
soil stabilization,soil fixation,soil stabilization (soil fixation),http://aims.fao.org/aos/agrovoc/c_7171,N/A
vinasse,,vinasse,http://aims.fao.org/aos/agrovoc/c_27624,N/A
conservation tillage,,conservation tillage,http://aims.fao.org/aos/agrovoc/c_33445,N/A
contour cultivation,,contour cultivation,http://aims.fao.org/aos/agrovoc/c_1837,N/A
erosion control,,erosion control,http://aims.fao.org/aos/agrovoc/c_2652,N/A
geotextiles,landscape fabrics,geotextiles (landscape fabrics),http://aims.fao.org/aos/agrovoc/c_33499,N/A
in situ soil conservation,,in situ soil conservation,http://aims.fao.org/aos/agrovoc/c_330803,N/A
minimum tillage,minimum cultivation,minimum tillage (minimum cultivation),http://aims.fao.org/aos/agrovoc/c_32734,N/A
terrace cropping,terracing,terrace cropping (terracing),http://aims.fao.org/aos/agrovoc/c_7676,N/A
integrated soil fertility management,,integrated soil fertility management,http://aims.fao.org/aos/agrovoc/c_8fc04948,N/A
nutrient availability (soil),,nutrient availability (soil),http://aims.fao.org/aos/agrovoc/c_37554,N/A
soil deficiencies,soil nutrient deficiencies; soil mineral deficiencies,"soil deficiencies (soil nutrient deficiencies, soil mineral deficiencies)",http://aims.fao.org/aos/agrovoc/c_7166,N/A
soil degradation,soil deterioration,soil degradation (soil deterioration),http://aims.fao.org/aos/agrovoc/c_7168,N/A
soil functions,,soil functions,http://aims.fao.org/aos/agrovoc/c_e5629cbd,N/A
soil quality,soil health,soil quality (soil health),http://aims.fao.org/aos/agrovoc/c_a9645d28,N/A
soil sickness,,soil sickness,http://aims.fao.org/aos/agrovoc/c_26856,N/A
soil toxicity,toxic soils,soil toxicity (toxic soils),http://aims.fao.org/aos/agrovoc/c_7201,N/A
drainage water,drain excess water,drainage water (drain excess water),http://aims.fao.org/aos/agrovoc/c_2374,N/A
runoff water,,runoff water,http://aims.fao.org/aos/agrovoc/c_6697,N/A
subsurface runoff,,subsurface runoff,http://aims.fao.org/aos/agrovoc/c_35389,N/A
vegetative filter strips,,vegetative filter strips,http://aims.fao.org/aos/agrovoc/c_a2aa2186,N/A
aragonite,,aragonite,http://aims.fao.org/aos/agrovoc/c_99c81c7d,N/A
calcite,,calcite,http://aims.fao.org/aos/agrovoc/c_32396,N/A
dolomite,,dolomite,http://aims.fao.org/aos/agrovoc/c_29215,N/A
magnesite,,magnesite,http://aims.fao.org/aos/agrovoc/c_d80551a4,N/A
siderite,,siderite,http://aims.fao.org/aos/agrovoc/c_dec2b451,N/A
calcium fertilizers,,calcium fertilizers,http://aims.fao.org/aos/agrovoc/c_1199,N/A
calcium sulphate,,calcium sulphate,http://aims.fao.org/aos/agrovoc/c_1203,N/A
evaporites,,evaporites,http://aims.fao.org/aos/agrovoc/c_e64aff2e,N/A
limestone,chalk,limestone (chalk),http://aims.fao.org/aos/agrovoc/c_4342,N/A
chemical soil types,,chemical soil types,http://aims.fao.org/aos/agrovoc/c_1519,N/A
apatite,,apatite,http://aims.fao.org/aos/agrovoc/c_5bbf486b,N/A
francolite,,francolite,http://aims.fao.org/aos/agrovoc/c_c23b62d0,N/A
phosphates,,phosphates,http://aims.fao.org/aos/agrovoc/c_35986,N/A
sulphides,sulfides,sulphides (sulfides),http://aims.fao.org/aos/agrovoc/c_7511,N/A
oxides,,oxides,http://aims.fao.org/aos/agrovoc/c_5473,N/A
silicon,Si (symbol),silicon (Si (symbol)),http://aims.fao.org/aos/agrovoc/c_7061,N/A
clay minerals,,clay minerals,http://aims.fao.org/aos/agrovoc/c_15836,N/A
feldspar,felspar,feldspar (felspar),http://aims.fao.org/aos/agrovoc/c_35108,N/A
zeolites,,zeolites,http://aims.fao.org/aos/agrovoc/c_15928,N/A
liming,,liming,http://aims.fao.org/aos/agrovoc/c_25206,N/A
reclamation,land reclamation; soil reclamation,"reclamation (land reclamation, soil reclamation)",http://aims.fao.org/aos/agrovoc/c_6474,N/A
salinity control,soil desalting; soil desalinization; soil desalination,"salinity control (soil desalting, soil desalinization, soil desalination)",http://aims.fao.org/aos/agrovoc/c_32681,N/A
soil heating,,soil heating,http://aims.fao.org/aos/agrovoc/c_7174,N/A
soil management equipment,,soil management equipment,http://aims.fao.org/aos/agrovoc/c_25757,N/A
soil scarification,,soil scarification,http://aims.fao.org/aos/agrovoc/c_24085,N/A
soil sterilization,chemical sterilizing of soil,soil sterilization (chemical sterilizing of soil),http://aims.fao.org/aos/agrovoc/c_7194,N/A
radioactive decontamination (soil),,radioactive decontamination (soil),http://aims.fao.org/aos/agrovoc/c_36089,N/A
soil disinfection,soil disinfestation,soil disinfection (soil disinfestation),http://aims.fao.org/aos/agrovoc/c_25830,N/A
soil injection,,soil injection,http://aims.fao.org/aos/agrovoc/c_7175,N/A
soil solarization,,soil solarization,http://aims.fao.org/aos/agrovoc/c_33263,N/A
fulvic acids,,fulvic acids,http://aims.fao.org/aos/agrovoc/c_15972,N/A
