identifier,label,uri,class
https://soilwise-he.github.io/soil-health#Litter,litter,http://opendata.inrae.fr/thesaurusINRAE/c_4972,
https://soilwise-he.github.io/soil-health#Winter,winter,http://aims.fao.org/aos/agrovoc/c_8410,
https://soilwise-he.github.io/soil-health#Weather,weather,http://aims.fao.org/aos/agrovoc/c_15292,
https://soilwise-he.github.io/soil-health#FunctionalDiversity,functional diversity,http://aims.fao.org/aos/agrovoc/c_7ee18365,
https://soilwise-he.github.io/soil-health#VegetationCover,vegetation cover,http://www.eionet.europa.eu/gemet/concept/8908,
https://soilwise-he.github.io/soil-health#Pastures,pastures,http://aims.fao.org/aos/agrovoc/c_5626,
https://soilwise-he.github.io/soil-health#Runoff,run-off,,
https://soilwise-he.github.io/soil-health#Consumption,consumption,http://aims.fao.org/aos/agrovoc/c_1827,
https://soilwise-he.github.io/soil-health#SoilMicrobialActivity,soil microbial activity,http://opendata.inrae.fr/thesaurusINRAE/c_1144,
https://soilwise-he.github.io/soil-health#Drought,drought,http://aims.fao.org/aos/agrovoc/c_2391,
https://soilwise-he.github.io/soil-health#Drying,drying,http://aims.fao.org/aos/agrovoc/c_2402,
https://soilwise-he.github.io/soil-health#SoilNAvailability,soil N availability,,
https://soilwise-he.github.io/soil-health#AquaticEcosystems,aquatic ecosystems,http://aims.fao.org/aos/agrovoc/c_d0ea8a8e,
https://soilwise-he.github.io/soil-health#CarbonCycle,carbon cycle,http://aims.fao.org/aos/agrovoc/c_17299,
https://soilwise-he.github.io/soil-health#OrganicMaterialQuality,organic material quality,,
https://soilwise-he.github.io/soil-health#Harvesting,harvesting,http://aims.fao.org/aos/agrovoc/c_3500,
https://soilwise-he.github.io/soil-health#Hexachlorobenzene,hexachlorobenzene,http://aims.fao.org/aos/agrovoc/c_31386,
https://soilwise-he.github.io/soil-health#SoilFormation,soil formation,http://opendata.inrae.fr/thesaurusINRAE/c_270,
https://soilwise-he.github.io/soil-health#Waste,waste,http://opendata.inrae.fr/thesaurusINRAE/c_5130,
https://soilwise-he.github.io/soil-health#SoilCarbonStorage,soil carbon storage,,
https://soilwise-he.github.io/soil-health#Algae,algae,http://aims.fao.org/aos/agrovoc/c_258,
https://soilwise-he.github.io/soil-health#TaxonomicCommunityComposition,taxonomic community composition,,
https://soilwise-he.github.io/soil-health#Manure,manure,http://opendata.inrae.fr/thesaurusINRAE/c_2073,
https://soilwise-he.github.io/soil-health#Toluene,toluene,http://aims.fao.org/aos/agrovoc/c_7803,
https://soilwise-he.github.io/soil-health#AgriculturalLandManagement,agricultural land management,http://aims.fao.org/aos/agrovoc/c_4bd6790a,
https://soilwise-he.github.io/soil-health#IntensiveAgriculture,intensive agriculture,http://aims.fao.org/aos/agrovoc/c_3906,
https://soilwise-he.github.io/soil-health#Mercury,mercury,http://aims.fao.org/aos/agrovoc/c_4751,
https://soilwise-he.github.io/soil-health#DiffuseSoilPollution,diffuse soil pollution,,
https://soilwise-he.github.io/soil-health#Backfills,backfills,,
https://soilwise-he.github.io/soil-health#Swimming,swimming,http://aims.fao.org/aos/agrovoc/c_1e56d0a8,
https://soilwise-he.github.io/soil-health#BiologicalActivity,biological activity,http://opendata.inrae.fr/thesaurusINRAE/c_9720,
https://soilwise-he.github.io/soil-health#StressIntensity,stress intensity,,
https://soilwise-he.github.io/soil-health#Forestry,forestry,http://aims.fao.org/aos/agrovoc/c_3055,
https://soilwise-he.github.io/soil-health#ClimateChange,climate change,http://aims.fao.org/aos/agrovoc/c_1666,
https://soilwise-he.github.io/soil-health#Microbes,microbes,http://aims.fao.org/aos/agrovoc/c_4807,
https://soilwise-he.github.io/soil-health#NonagriculturalSystems,non-agricultural systems,,
https://soilwise-he.github.io/soil-health#SurfaceWater,surface water,http://aims.fao.org/aos/agrovoc/c_25317,
https://soilwise-he.github.io/soil-health#Shape,shape,http://aims.fao.org/aos/agrovoc/c_94b6d49a,
https://soilwise-he.github.io/soil-health#Ecology,ecology,http://aims.fao.org/aos/agrovoc/c_2467,
https://soilwise-he.github.io/soil-health#Dioxins,dioxins,http://aims.fao.org/aos/agrovoc/c_33477,
https://soilwise-he.github.io/soil-health#Denitrifiers,de-nitrifiers,,
https://soilwise-he.github.io/soil-health#Micronutrients,micronutrients,http://aims.fao.org/aos/agrovoc/c_7834,
https://soilwise-he.github.io/soil-health#Recultivation,recultivation,,
https://soilwise-he.github.io/soil-health#SoilNContent,soil N content,,
https://soilwise-he.github.io/soil-health#UrbanSprawl,urban sprawl,http://www.eionet.europa.eu/gemet/concept/7625,
https://soilwise-he.github.io/soil-health#Histosols,Histosols,http://aims.fao.org/aos/agrovoc/c_3636,
https://soilwise-he.github.io/soil-health#SoilMicrobialBiomassNitrogen,soil microbial biomass nitrogen,,
https://soilwise-he.github.io/soil-health#GreenhouseGases,greenhouse gases,,
https://soilwise-he.github.io/soil-health#PCBs,polychlorinated biphenyls,http://aims.fao.org/aos/agrovoc/c_24066,
https://soilwise-he.github.io/soil-health#CultivatedSoils,cultivated soils,,
https://soilwise-he.github.io/soil-health#Dams,dams,http://aims.fao.org/aos/agrovoc/c_2121,
https://soilwise-he.github.io/soil-health#RootTurnover,root turnover,,
https://soilwise-he.github.io/soil-health#Leaves,leaves,http://aims.fao.org/aos/agrovoc/c_4243,
https://soilwise-he.github.io/soil-health#Woodland,woodland,http://opendata.inrae.fr/thesaurusINRAE/c_21037,
https://soilwise-he.github.io/soil-health#EcosystemDiversity,ecosystem diversity,http://aims.fao.org/aos/agrovoc/c_33949,
https://soilwise-he.github.io/soil-health#NutrientExcesses,nutrient excesses,http://aims.fao.org/aos/agrovoc/c_34870,
https://soilwise-he.github.io/soil-health#ElectricConductivity,electric conductivity,http://opendata.inrae.fr/thesaurusINRAE/c_14004,
https://soilwise-he.github.io/soil-health#ContinuousLoading,continuous loading,,
https://soilwise-he.github.io/soil-health#FoodChain,food chain,http://www.eionet.europa.eu/gemet/concept/3358,
https://soilwise-he.github.io/soil-health#MediterraneanBasin,Mediterranean basin,,
https://soilwise-he.github.io/soil-health#StoneContent,stone content,,
https://soilwise-he.github.io/soil-health#SoilFaunalCommunities,soil faunal communities,,
https://soilwise-he.github.io/soil-health#SoilDistributions,soil distributions,,
https://soilwise-he.github.io/soil-health#DrierConditions,drier conditions,,
https://soilwise-he.github.io/soil-health#Trichloroethylene,trichloroethylene,http://opendata.inrae.fr/thesaurusINRAE/c_2988a390,
https://soilwise-he.github.io/soil-health#Structure,structure,,
https://soilwise-he.github.io/soil-health#PollutionPatternAnalyses,pollution pattern analyses,,
https://soilwise-he.github.io/soil-health#Modelling,modelling,,
https://soilwise-he.github.io/soil-health#SubstrateinducedRespiration,substrate-induced respiration,https://data.geoscience.earth/ncl/ISO11074v2025/3.510,
https://soilwise-he.github.io/soil-health#AgriculturalLandUses,agricultural land uses,,
https://soilwise-he.github.io/soil-health#NFertilisation,N fertilisation,,
https://soilwise-he.github.io/soil-health#PlatyStructure,platy structure,,
https://soilwise-he.github.io/soil-health#SoilAggregateStability,soil aggregate stability,,
https://soilwise-he.github.io/soil-health#DecompositionStatus,decomposition status,,
https://soilwise-he.github.io/soil-health#Acids,acids,http://aims.fao.org/aos/agrovoc/c_92,
https://soilwise-he.github.io/soil-health#Landslides,landslides,http://aims.fao.org/aos/agrovoc/c_4187,
https://soilwise-he.github.io/soil-health#SoilSalinisation,soil salinisation,,
https://soilwise-he.github.io/soil-health#DeciduousForests,deciduous forests,http://aims.fao.org/aos/agrovoc/c_1100,
https://soilwise-he.github.io/soil-health#NUptake,N uptake,,
https://soilwise-he.github.io/soil-health#RootCrops,root crops,http://aims.fao.org/aos/agrovoc/c_6641,
https://soilwise-he.github.io/soil-health#Adsorption,adsorption,http://aims.fao.org/aos/agrovoc/c_137,
https://soilwise-he.github.io/soil-health#Luvisols,Luvisols,http://aims.fao.org/aos/agrovoc/c_4470,
https://soilwise-he.github.io/soil-health#SustainableIrrigation,sustainable irrigation,,
https://soilwise-he.github.io/soil-health#Oxides,oxides,http://aims.fao.org/aos/agrovoc/c_5473,
https://soilwise-he.github.io/soil-health#CAPIndicators,CAP indicators,,
https://soilwise-he.github.io/soil-health#TreeGrowth,tree growth,http://opendata.inrae.fr/thesaurusINRAE/c_6006,
https://soilwise-he.github.io/soil-health#SoilContaminants,soil contaminants,,
https://soilwise-he.github.io/soil-health#NutrientStorage,nutrient storage,,
https://soilwise-he.github.io/soil-health#MechanicalProperties,mechanical properties,http://aims.fao.org/aos/agrovoc/c_4683,
https://soilwise-he.github.io/soil-health#BelowgroundCompartment,below-ground compartment,,
https://soilwise-he.github.io/soil-health#NImmobilisation,N immobilisation,,
https://soilwise-he.github.io/soil-health#Wind,wind,http://opendata.inrae.fr/thesaurusINRAE/c_11505,
https://soilwise-he.github.io/soil-health#FreezeThawCycles,freeze-thaw cycles,,
https://soilwise-he.github.io/soil-health#SoilTemperature,soil temperature,http://aims.fao.org/aos/agrovoc/c_7197,
https://soilwise-he.github.io/soil-health#StaticStress,static stress,,
https://soilwise-he.github.io/soil-health#CommercialAreas,commercial areas,,
https://soilwise-he.github.io/soil-health#PWeathering,P weathering,,
https://soilwise-he.github.io/soil-health#AminoAcids,amino acids,http://aims.fao.org/aos/agrovoc/c_342,
https://soilwise-he.github.io/soil-health#NDeposition,N deposition,,
https://soilwise-he.github.io/soil-health#AirExchange,air exchange,,
https://soilwise-he.github.io/soil-health#DrainageSystems,drainage systems,http://aims.fao.org/aos/agrovoc/c_25331,
https://soilwise-he.github.io/soil-health#Eubacteria,eubacteria,http://aims.fao.org/aos/agrovoc/c_765,
https://soilwise-he.github.io/soil-health#SoilStructureDegradation,soil structure degradation,,
https://soilwise-he.github.io/soil-health#NDynamics,N dynamics,,
https://soilwise-he.github.io/soil-health#IntensiveLandUse,intensive land use,http://aims.fao.org/aos/agrovoc/c_36551,
https://soilwise-he.github.io/soil-health#SoilPhysicalFunctions,soil physical functions,,
https://soilwise-he.github.io/soil-health#ArableCroppingSystems,arable cropping systems,,
https://soilwise-he.github.io/soil-health#OrganicPollutants,organic pollutants,,
https://soilwise-he.github.io/soil-health#MatricPotential,matric potential,,
https://soilwise-he.github.io/soil-health#SoilTypes,soil types,http://aims.fao.org/aos/agrovoc/c_7204,
https://soilwise-he.github.io/soil-health#HighPersistence,high persistence,,
https://soilwise-he.github.io/soil-health#Regosols,Regosols,http://aims.fao.org/aos/agrovoc/c_6492,
https://soilwise-he.github.io/soil-health#EnvironmentalConditions,environmental conditions,http://aims.fao.org/aos/agrovoc/c_2594,
https://soilwise-he.github.io/soil-health#SoilDegradationProcess,soil degradation process,,
https://soilwise-he.github.io/soil-health#LargeScaleModelling,large-scale modelling,,
https://soilwise-he.github.io/soil-health#SoilPollutants,soil pollutants,http://aims.fao.org/aos/agrovoc/c_e9c250f9,
https://soilwise-he.github.io/soil-health#HeavyMetals,heavy metals,http://aims.fao.org/aos/agrovoc/c_2223,
https://soilwise-he.github.io/soil-health#MicronutrientAvailability,micronutrient availability,,
https://soilwise-he.github.io/soil-health#AmmoniaOxidisers,ammonia oxidisers,,
https://soilwise-he.github.io/soil-health#WaterRegulation,water regulation,,
https://soilwise-he.github.io/soil-health#FoodCrops,food crops,http://aims.fao.org/aos/agrovoc/c_3017,
https://soilwise-he.github.io/soil-health#MicrobialImmobilisation,microbial immobilisation,,
https://soilwise-he.github.io/soil-health#ManagementRegime,management regime,,
https://soilwise-he.github.io/soil-health#Microplastics,microplastics,http://aims.fao.org/aos/agrovoc/c_ccc97cab,
https://soilwise-he.github.io/soil-health#Wood,wood,http://aims.fao.org/aos/agrovoc/c_8421,
https://soilwise-he.github.io/soil-health#MicrobialCarbon,microbial carbon,,
https://soilwise-he.github.io/soil-health#Gullies,gullies,,
https://soilwise-he.github.io/soil-health#Mineralisation,mineralisation,http://www.eionet.europa.eu/gemet/concept/5269,
https://soilwise-he.github.io/soil-health#PeatSoils,peat soils,http://aims.fao.org/aos/agrovoc/c_5648,
https://soilwise-he.github.io/soil-health#MonitoredHeavyMetals,monitored heavy metals,http://aims.fao.org/aos/agrovoc/c_2223,
https://soilwise-he.github.io/soil-health#Soils,soils,,
https://soilwise-he.github.io/soil-health#SoilCarbonLoss,soil carbon loss,,
https://soilwise-he.github.io/soil-health#StandardDocumentation,standard documentation,,
https://soilwise-he.github.io/soil-health#GrowingSeason,growing season,,
https://soilwise-he.github.io/soil-health#NitrateN,nitrate N,,
https://soilwise-he.github.io/soil-health#PlantGrowth,plant growth,http://aims.fao.org/aos/agrovoc/c_08842b17,
https://soilwise-he.github.io/soil-health#MicroarthropodAmount,microarthropod amount,,
https://soilwise-he.github.io/soil-health#AgriculturalPractices,agricultural practices,http://aims.fao.org/aos/agrovoc/c_49913,
https://soilwise-he.github.io/soil-health#IndustrialAreas,industrial areas,,
https://soilwise-he.github.io/soil-health#SoilHydrology,soil hydrology,http://aims.fao.org/aos/agrovoc/c_79e2033c,
https://soilwise-he.github.io/soil-health#Precipitation,precipitation,http://aims.fao.org/aos/agrovoc/c_6161,
https://soilwise-he.github.io/soil-health#BiologicalIndicators,biological indicators,http://aims.fao.org/aos/agrovoc/c_25632,
https://soilwise-he.github.io/soil-health#SoilHorizons,soil horizons,http://aims.fao.org/aos/agrovoc/c_32749,
https://soilwise-he.github.io/soil-health#SoilBiodiversityLoss,biodiversity loss,http://opendata.inrae.fr/thesaurusINRAE/c_abeaf838,
https://soilwise-he.github.io/soil-health#HumidTemperateClimates,humid temperate climates,,
https://soilwise-he.github.io/soil-health#ClimateChangeMitigation,climate change mitigation,http://aims.fao.org/aos/agrovoc/c_1374571087594,
https://soilwise-he.github.io/soil-health#Microorganisms,microorganisms,http://aims.fao.org/aos/agrovoc/c_4807,
https://soilwise-he.github.io/soil-health#Sodification,sodification,,
https://soilwise-he.github.io/soil-health#SensitiveSoils,sensitive soils,,
https://soilwise-he.github.io/soil-health#Eutrophication,eutrophication,http://aims.fao.org/aos/agrovoc/c_2734,
https://soilwise-he.github.io/soil-health#PrimaryProductivity,primary productivity,http://aims.fao.org/aos/agrovoc/c_34328,
https://soilwise-he.github.io/soil-health#MicrobialCommunityComposition,microbial community composition,,
https://soilwise-he.github.io/soil-health#FodderCrops,fodder crops,http://aims.fao.org/aos/agrovoc/c_2829,
https://soilwise-he.github.io/soil-health#Foliage,foliage,http://aims.fao.org/aos/agrovoc/c_36752,
https://soilwise-he.github.io/soil-health#Cobalt,cobalt,http://aims.fao.org/aos/agrovoc/c_1702,
https://soilwise-he.github.io/soil-health#NitricOxide,nitric oxide,http://aims.fao.org/aos/agrovoc/c_36996,
https://soilwise-he.github.io/soil-health#ToxicityTesting,toxicity testing,,
https://soilwise-he.github.io/soil-health#PlantNutrientLeaching,plant nutrient leaching,,
https://soilwise-he.github.io/soil-health#ClimateRegulation,climate regulation,http://www.eionet.europa.eu/gemet/concept/15098,
https://soilwise-he.github.io/soil-health#MetalTransfer,metal transfer,http://opendata.inrae.fr/thesaurusINRAE/c_15768,
https://soilwise-he.github.io/soil-health#SoilNitrogenLosses,soil nitrogen losses,,
https://soilwise-he.github.io/soil-health#Rivers,rivers,http://aims.fao.org/aos/agrovoc/c_6617,
https://soilwise-he.github.io/soil-health#RedoxPotential,redox potential,http://aims.fao.org/aos/agrovoc/c_6482,
https://soilwise-he.github.io/soil-health#NLimitation,N limitation,,
https://soilwise-he.github.io/soil-health#ExposureModels,exposure models,,
https://soilwise-he.github.io/soil-health#Hyphae,hyphae,https://data.geoscience.earth/ncl/ISO11074v2025/3.212,
https://soilwise-he.github.io/soil-health#Ammonium,ammonium,http://aims.fao.org/aos/agrovoc/c_32634,
https://soilwise-he.github.io/soil-health#Buildings,buildings,http://aims.fao.org/aos/agrovoc/c_1142,
https://soilwise-he.github.io/soil-health#MineralSoils,mineral soils,http://aims.fao.org/aos/agrovoc/c_4853,
https://soilwise-he.github.io/soil-health#NutrientRelease,nutrient release,,
https://soilwise-he.github.io/soil-health#Grassland,grassland,http://opendata.inrae.fr/thesaurusINRAE/c_6e7e381e,
https://soilwise-he.github.io/soil-health#WaterStorage,water storage,http://aims.fao.org/aos/agrovoc/c_8327,
https://soilwise-he.github.io/soil-health#CarbonPool,carbon pool,,
https://soilwise-he.github.io/soil-health#NaturalProcesses,natural processes,,
https://soilwise-he.github.io/soil-health#SoilAggregation,soil aggregation,http://opendata.inrae.fr/thesaurusINRAE/c_1354,
https://soilwise-he.github.io/soil-health#ForestGrowth,forest growth,http://aims.fao.org/aos/agrovoc/c_c0e4ff0e,
https://soilwise-he.github.io/soil-health#SoilCommunityHealth,soil community health,,
https://soilwise-he.github.io/soil-health#LowNutrientContent,low nutrient content,,
https://soilwise-he.github.io/soil-health#YieldDevelopment,yield development,,
https://soilwise-he.github.io/soil-health#EcosystemStability,ecosystem stability,http://www.eionet.europa.eu/gemet/concept/15139,
https://soilwise-he.github.io/soil-health#Habitat,habitat,http://www.eionet.europa.eu/gemet/concept/3808,
https://soilwise-he.github.io/soil-health#HumanActivities,human activities,,
https://soilwise-he.github.io/soil-health#EcologicalProcesses,ecological processes,,
https://soilwise-he.github.io/soil-health#NonagriculturalEcosystems,non-agricultural ecosystems,,
https://soilwise-he.github.io/soil-health#SOCChemicalComposition,SOC chemical composition,,
https://soilwise-he.github.io/soil-health#NaturalAreas,natural areas,,
https://soilwise-he.github.io/soil-health#SoilSensitivity,soil sensitivity,,
https://soilwise-he.github.io/soil-health#Amoebae,amoebae,,
https://soilwise-he.github.io/soil-health#NitrogenousFertiliserNeed,nitrogenous fertiliser need,,
https://soilwise-he.github.io/soil-health#ForestEcosystems,forest ecosystems,http://aims.fao.org/aos/agrovoc/c_1374842133961,
https://soilwise-he.github.io/soil-health#Catchments,catchments,http://aims.fao.org/aos/agrovoc/c_8334,
https://soilwise-he.github.io/soil-health#Flooding,flooding,http://aims.fao.org/aos/agrovoc/c_2980,
https://soilwise-he.github.io/soil-health#CarbonAvailability,carbon availability,,
https://soilwise-he.github.io/soil-health#FunctionalMethods,functional methods,,
https://soilwise-he.github.io/soil-health#ArableCropping,arable cropping,,
https://soilwise-he.github.io/soil-health#SOMCNRatio,SOM C/N ratio,,
https://soilwise-he.github.io/soil-health#TillageDepth,tillage depth,http://aims.fao.org/aos/agrovoc/c_d349db98,
https://soilwise-he.github.io/soil-health#SoilPStatus,soil P status,,
https://soilwise-he.github.io/soil-health#RegionalSoilMapping,regional soil mapping,,
https://soilwise-he.github.io/soil-health#SoilMicrobialRespiration,soil microbial respiration,,
https://soilwise-he.github.io/soil-health#Yield,yield,,
https://soilwise-he.github.io/soil-health#SoilAggregates,soil aggregates,http://aims.fao.org/aos/agrovoc/c_7195,
https://soilwise-he.github.io/soil-health#Pollutant,pollutant,http://opendata.inrae.fr/thesaurusINRAE/c_4274,
https://soilwise-he.github.io/soil-health#Necrosols,necrosols,,
https://soilwise-he.github.io/soil-health#Incubation,incubation,,
https://soilwise-he.github.io/soil-health#Groundwater,groundwater,http://aims.fao.org/aos/agrovoc/c_3391,
https://soilwise-he.github.io/soil-health#UnsustainableLandManagement,unsustainable land management,,
https://soilwise-he.github.io/soil-health#SoilPhosphorus,soil phosphorus,http://opendata.inrae.fr/thesaurusINRAE/c_13588,
https://soilwise-he.github.io/soil-health#OrganicHorizons,organic horizons,http://aims.fao.org/aos/agrovoc/c_a4326722,
https://soilwise-he.github.io/soil-health#NutrientConcentrationAnalysis,nutrient concentration analysis,,
https://soilwise-he.github.io/soil-health#UrbanFabric,urban fabric,,
https://soilwise-he.github.io/soil-health#PlantAvailableNContents,plant available N contents,,
https://soilwise-he.github.io/soil-health#ConiferousForests,coniferous forests,http://aims.fao.org/aos/agrovoc/c_1813,
https://soilwise-he.github.io/soil-health#Bacteria,bacteria,http://aims.fao.org/aos/agrovoc/c_765,
https://soilwise-he.github.io/soil-health#SoilProduction,soil production,,
https://soilwise-he.github.io/soil-health#Clay,clay,http://aims.fao.org/aos/agrovoc/c_15619,
https://soilwise-he.github.io/soil-health#Animals,animals,http://aims.fao.org/aos/agrovoc/c_444,
https://soilwise-he.github.io/soil-health#LitterBags,litter bags,,
https://soilwise-he.github.io/soil-health#SoilPenetrationResistance,soil penetration resistance,http://aims.fao.org/aos/agrovoc/c_d79c08d8,
https://soilwise-he.github.io/soil-health#NLosses,N losses,,
https://soilwise-he.github.io/soil-health#ErodedMaterial,eroded material,,
https://soilwise-he.github.io/soil-health#Taxonomy,taxonomy,http://aims.fao.org/aos/agrovoc/c_7631,
https://soilwise-he.github.io/soil-health#TopsoilDeformation,topsoil deformation,,
https://soilwise-he.github.io/soil-health#NitrogenSources,nitrogen sources,,
https://soilwise-he.github.io/soil-health#Salts,salts,http://aims.fao.org/aos/agrovoc/c_33129,
https://soilwise-he.github.io/soil-health#BacteriaProportion,bacteria proportion,,
https://soilwise-he.github.io/soil-health#NaturalEnvironment,natural environment,http://aims.fao.org/aos/agrovoc/c_331336,
https://soilwise-he.github.io/soil-health#FutureManagement,future management,,
https://soilwise-he.github.io/soil-health#MacroSoilInvertebrates,macro soil invertebrates,,
https://soilwise-he.github.io/soil-health#NaturalFactors,natural factors,,
https://soilwise-he.github.io/soil-health#Slopes,slopes,,
https://soilwise-he.github.io/soil-health#NutrientCycling,nutrient cycling,http://aims.fao.org/aos/agrovoc/c_12869,
https://soilwise-he.github.io/soil-health#Mining,mining,http://aims.fao.org/aos/agrovoc/c_49983,
https://soilwise-he.github.io/soil-health#PhosphorusAvailability,phosphorus availability,http://opendata.inrae.fr/thesaurusINRAE/c_690,
https://soilwise-he.github.io/soil-health#WaterRetention,water retention,http://opendata.inrae.fr/thesaurusINRAE/c_12473,
https://soilwise-he.github.io/soil-health#Mapping,mapping,http://www.eionet.europa.eu/gemet/concept/5013,
https://soilwise-he.github.io/soil-health#Litterfall,litterfall,,
https://soilwise-he.github.io/soil-health#SoilOrganicMatterAdditions,soil organic matter additions,,
https://soilwise-he.github.io/soil-health#Evapotranspiration,evapotranspiration,http://aims.fao.org/aos/agrovoc/c_2741,
https://soilwise-he.github.io/soil-health#SoilParticles,soil particles,,
https://soilwise-he.github.io/soil-health#RootGrowth,root growth,http://opendata.inrae.fr/thesaurusINRAE/c_6851,
https://soilwise-he.github.io/soil-health#Cooling,cooling,http://aims.fao.org/aos/agrovoc/c_1854,
https://soilwise-he.github.io/soil-health#Stabilisation,stabilisation,https://data.geoscience.earth/ncl/ISO11074v2025/3.492,
https://soilwise-he.github.io/soil-health#OrganicFarms,organic farms,,
https://soilwise-he.github.io/soil-health#LandUses,land uses,,
https://soilwise-he.github.io/soil-health#LandUnit,land unit,,
https://soilwise-he.github.io/soil-health#EnzymaticActivity,enzymatic activity,http://aims.fao.org/aos/agrovoc/c_2604,
https://soilwise-he.github.io/soil-health#SoilCarbonCycle,soil carbon cycle,,
https://soilwise-he.github.io/soil-health#DustInfiltration,dust infiltration,,
https://soilwise-he.github.io/soil-health#AirCapacity,air capacity,,
https://soilwise-he.github.io/soil-health#YieldResponse,yield response,,
https://soilwise-he.github.io/soil-health#CoverCrops,cover crops,http://aims.fao.org/aos/agrovoc/c_1936,
https://soilwise-he.github.io/soil-health#CommonAgriculturalPractices,common agricultural practices,,
https://soilwise-he.github.io/soil-health#SoilCationContent,soil cation content,,
https://soilwise-he.github.io/soil-health#Wheat,wheat,http://aims.fao.org/aos/agrovoc/c_8373,
https://soilwise-he.github.io/soil-health#ModellingApproaches,modelling approaches,,
https://soilwise-he.github.io/soil-health#Lixisols,Lixisols,http://aims.fao.org/aos/agrovoc/c_7283bd0a,
https://soilwise-he.github.io/soil-health#SOCTurnover,SOC turnover,,
https://soilwise-he.github.io/soil-health#WaterholdingCapacity,water-holding capacity,,
https://soilwise-he.github.io/soil-health#ContinentalClimate,continental climate,http://aims.fao.org/aos/agrovoc/c_1833,
https://soilwise-he.github.io/soil-health#UrbanAreas,urban areas,http://aims.fao.org/aos/agrovoc/c_8085,
https://soilwise-he.github.io/soil-health#FluorescenceMeasurements,fluorescence measurements,,
https://soilwise-he.github.io/soil-health#MaritimeClimate,maritime climate,,
https://soilwise-he.github.io/soil-health#Trafficability,trafficability,,
https://soilwise-he.github.io/soil-health#Fluvisols,Fluvisols,http://aims.fao.org/aos/agrovoc/c_3000,
https://soilwise-he.github.io/soil-health#NitrateSorption,nitrate sorption,,
https://soilwise-he.github.io/soil-health#SOCStocks,soil organic carbon stocks,,
https://soilwise-he.github.io/soil-health#LitterDecomposition,litter decomposition,,
https://soilwise-he.github.io/soil-health#Plastics,plastics,http://aims.fao.org/aos/agrovoc/c_5998,
https://soilwise-he.github.io/soil-health#Nickel,nickel,http://aims.fao.org/aos/agrovoc/c_5172,
https://soilwise-he.github.io/soil-health#CarbonAmount,carbon amount,,
https://soilwise-he.github.io/soil-health#Sand,sand,http://aims.fao.org/aos/agrovoc/c_6779,
https://soilwise-he.github.io/soil-health#BaitlaminaMethod,bait-lamina method,,
https://soilwise-he.github.io/soil-health#VulnerabilityLimit,vulnerability limit,,
https://soilwise-he.github.io/soil-health#Immobilisation,immobilisation,http://aims.fao.org/aos/agrovoc/c_27550,
https://soilwise-he.github.io/soil-health#SoilMinerals,soil minerals,,
https://soilwise-he.github.io/soil-health#PFertilisation,P fertilisation,,
https://soilwise-he.github.io/soil-health#Sentinel2,Sentinel-2,,
https://soilwise-he.github.io/soil-health#Denitrification,denitrification,http://aims.fao.org/aos/agrovoc/c_15869,
https://soilwise-he.github.io/soil-health#NonpointSoilPollution,non-point soil pollution,,
https://soilwise-he.github.io/soil-health#SoilWaterContent,soil water content,http://aims.fao.org/aos/agrovoc/c_7208,
https://soilwise-he.github.io/soil-health#HighSoilMoistureContent,high soil moisture content,,
https://soilwise-he.github.io/soil-health#Calcisols,Calcisols,http://aims.fao.org/aos/agrovoc/c_ea60e31f,
https://soilwise-he.github.io/soil-health#EarlySpring,early spring,,
https://soilwise-he.github.io/soil-health#SoilRespiration,soil respiration,http://aims.fao.org/aos/agrovoc/c_33553,
https://soilwise-he.github.io/soil-health#Nanoparticles,nanoparticles,http://aims.fao.org/aos/agrovoc/c_93f051ee,
https://soilwise-he.github.io/soil-health#Landsat,Landsat,http://aims.fao.org/aos/agrovoc/c_36766,
https://soilwise-he.github.io/soil-health#ClayMineralogy,clay mineralogy,,
https://soilwise-he.github.io/soil-health#Ciliates,ciliates,http://aims.fao.org/aos/agrovoc/c_1618,
https://soilwise-he.github.io/soil-health#Recreation,recreation,http://aims.fao.org/aos/agrovoc/c_6477,
https://soilwise-he.github.io/soil-health#Archaea,archaea,http://opendata.inrae.fr/thesaurusINRAE/c_25141,
https://soilwise-he.github.io/soil-health#CarbonSequestration,carbon sequestration,http://aims.fao.org/aos/agrovoc/c_331583,
https://soilwise-he.github.io/soil-health#AgriculturalLand,agricultural land,http://www.eionet.europa.eu/gemet/concept/202,
https://soilwise-he.github.io/soil-health#FloodRisk,flood risk,http://opendata.inrae.fr/thesaurusINRAE/c_4656,
https://soilwise-he.github.io/soil-health#GroundwaterReproduction,groundwater reproduction,,
https://soilwise-he.github.io/soil-health#Sludges,sludges,,
https://soilwise-he.github.io/soil-health#SoilSurveys,soil surveys,http://aims.fao.org/aos/agrovoc/c_16551,
https://soilwise-he.github.io/soil-health#SoilConservationValue,soil conservation value,,
https://soilwise-he.github.io/soil-health#WaterSaturation,water saturation,http://aims.fao.org/aos/agrovoc/c_8311,
https://soilwise-he.github.io/soil-health#Porosity,porosity,http://aims.fao.org/aos/agrovoc/c_13520,
https://soilwise-he.github.io/soil-health#SemiaridClimate,semi-arid climate,http://aims.fao.org/aos/agrovoc/c_14191,
https://soilwise-he.github.io/soil-health#SoilMechanicalBehaviour,soil mechanical behaviour,,
https://soilwise-he.github.io/soil-health#SmearingEffects,smearing effects,,
